功能名,Function name,register address,Decimal,fields,type,accuracy,units,min,max,Properties,说明,Description,Confidential,Mask computation,,Support single register read,Support single register write,Register linking is supported,Register concatenation is supported,备注(Remarks),Remarks
,,5016 -- 5019,,dcdc_dsp_app_software_ver0 -- 3,ASCII,,,,,R,DSP app软件版本0-3（4个，8位ASCII）,"DSP app software versions 0-3 (4, 8-bit ASCII)",,,,,,,,,
,,501A -- 501B,,dcdc_dsp_hardware_ver0 -- 1,ASCII,,,,,R,DSP 硬件版本0-1（2个，4位ASCII）,"DSP hardware version 0-1 (2, 4-bit ASCII)",,,,,,,,,
,,501C -- 501F,,dcdc_dsp_boot_software_ver0 -- 3,ASCII,,,,,R,DSP bootloader软件版本0-3（4个，8位ASCII）,"DSP bootloader software versions 0-3 (4, 8-bit ASCII)",,,,,,,,,
,,5020,,dcdc_dsp_core,ASCII,,,,,R,DSP芯片代码（2位ASCII）,"DSP chip code (2, 2-bit ASCII)",,,,,,,,,
,,5021 -- 5024,,dcdc_safety_software_ver0 -- 3,ASCII,,,,,R,安规认证软件版本0-3（4个，8位ASCII）,"Safety-certified software versions 0-3 (4, 8-bit ASCII)",,,,,,,,,
,,5025 -- 5026,,dcdc_safety_hardware_ver0 -- 1,ASCII,,,,,R,安规认证硬件版本0-1（2个，4位ASCII）,"Safety-certified hardware versions 0-1 (2, 4-bit ASCII)",,,,,,,,,
,,5027 -- 5028,,dcdc_safety_library_ver0 -- 1,U16,,,,,R,安规库版本0-1,Safety-approved library version 0-1,,,,,,,,,
DCDC设备SN号,DCDC device SN number,5029 -- 5032,,dcdc_serial_number0 -- 9,ASCII,,,,,R,设备SN号0-9（10个，20位）,"Device SN number 0-9 (10, 20 digits)",,,,,,,,,
,,5033 -- 5038,,dcdc_serial_number_ravd10 --15,ASCII,,,,,R,设备SN号预留10-15（6个，12位）,"Device SN number reserved 10-15 (6, 12 digits)",,,,,,,,,
DCDC基本信息和设置参数1,DCDC basic information and setting parameters1,5039,,dcdc_pcu_mount_count,U16,,,,,R,本模块挂载PCU总数,Total number of PCUs mounted in this module,,,,,,,,,
,,503A,,dcdc_bms_mount_count,U16,,,,,R,本模块挂载BMS总数,Total number of BMS mounted on this module,,,,,,,,,
,,503B,,dcdc_parallel_count,U16,,,,,R,并联DCDC模块总数,Total number of parallel DCDC modules,,,,,,,,,
,,503C -- 503F,,,,,,,,,预留,Reserved,,,,,,,,,
,,5040 -- 5043,,addressmask_dcdc_rtinfo,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",,00000000,0000000F,,,,,,
,,5044,,dcdc_systime_year,U16,,,,,RW,系统时间-年,System time - year,,,,,,,,,
,,5045,,dcdc_systime_month,U16,,,,,RW,系统时间-月,System time - month,,,,,,,,,
,,5046,,dcdc_systime_date,U16,,,,,RW,系统时间-日,System time - day,,,,,,,,,
,,5047,,dcdc_systime_hour,U16,,,,,RW,系统时间-时,System time - hour,,,,,,,,,
,,5048,,dcdc_systime_minute,U16,,,,,RW,系统时间-分,System time-minute,,,,,,,,,
,,5049,,dcdc_systime_second,U16,,,,,RW,系统时间-秒,System time-second,,,,,,,,,
,,504A,,dcdc_system_state,U16,,,,,R,"DCDC系统运行状态
0-休眠；1-待机；2-运行","DCDC system operating status
0 - sleep; 1 - standby; 2 - running",,,,,,,,,
,,504B,,dcdc_remote_on_off,U16,,,,,RW,"远程开关机
低位：0x55-开机；0xAA-关机","Remote power on/off
Low: 0x55-On; 0xAA-Off",,,,,,,,,
,,504C,,dcdc_forced_on_off,U16,,,,,RW,"强制开关机
低位：0x55-开机；0xAA-关机","Force power on/off
Low: 0x55-On; 0xAA-Off",,,,,,,,,
,,504D,,dcdc_fan_power_limit_percent,U16,,,,,RW,风扇限载功率百分比,Fan load limit power percentage,,,,,,,,,
,,504E,,dcdc_power_level,U16,,,,,RW,"机型功率等级
0x01-5KW；其他-预留","Model power level
0x01-5KW; other - reserved",,,,,,,,,
,,504F,,dcdc_mode,U16,,,,,RW,"充放电模式
0x0-待机；0x01-放电；0x02-充电
其他无效","Charge and discharge mode
0x0-Standby; 0x01-Discharge; 0x02-Charge
Other not valid",,,,,,,,,
,,5050,,dcdc_rt_power_control,U16,,,,,RW,"实时功率控制
0x55-使能；0xAA-禁止","Real-time power control
0x55-enable; 0xAA-disable",,,,,,,,,
,,5051,,dcdc_active_power_export_limit,U16,,,,,RW,输出最大有功功率百分比,Output maximum active power percentage,,,,,,,,,
,,5052,,dcdc_dsp_state,U16,,,,,R,"DSP工作状态
0-Wait 等待
1-Check 检测
2-Normal 正常运行
3-RecoverFault 可恢复故障
4-PermenentFault 永久性故障","DSP operating state
0-Wait Waiting
1-Check Detect
2-Normal Normal operation
3-RecoverFault Recoverable fault
4-PermenentFault Permanent fault",,,,,,,,,
,,5053,,dcdc_count_down,U16,1,second,,,R,开机倒计时,Start-up countdown,,,,,,,,,
,,5054,,dcdc_low_bus_voltage,U16,0.1,V,,,R,低压侧母线电压,Low-voltage side bus voltage,,,,,,,,,
,,5055,,dcdc_low_current,I16,0.1,A,,,R,低压侧电流,Low voltage side current,,,,,,,,,
,,5056,,dcdc_low_power,I16,0.01,kw,,,R,低压侧功率,Low side power,,,,,,,,,
,,5057,,dcdc_low_current_total,I16,0.1,A,,,R,低压侧总电流,Total low voltage side current,,,,,,,,,
,,5058 -- 505D,,"dcdc_branch1_current -- 
dcdc_branch6_current --",I16,0.1,A,,,R,支路1-6电流,Tributary 1-6 current,,,,,,,,,
,,505E -- 5063,,"dcdc_branch1_fly_cap_voltage --
dcdc_branch6_fly_cap_voltage",U16,0.1,V,,,R,支路1-6飞跨电容电压,Tributary 1-6 flying across capacitor voltage,,,,,,,,,
,,5064,,dcdc_high_bus_voltage,U16,0.1,V,,,R,高压母线电压,High voltage busbar voltage,,,,,,,,,
,,5065,,dcdc_insulation_impedance,U16,1,kΩ,,,R,绝缘阻抗,Insulation impedance,,,,,,,,,
,,5066,,dcdc_inner_temperature,I16,1,℃,,,R,机箱内部环境温度,Chassis internal ambient temperature,,,,,,,,,
,,5067,,dcdc_raditor_temperature,I16,1,℃,,,R,散热器温度,Heat sink temperature,,,,,,,,,
,,5068,,dcdc_safety_recv_success_flag,U16,,,,,R,"安规参数接收成功标志
0-失败;1-成功","Safety parameter reception success flag
0-failure; 1 - success",,,,,,,,,
,,5069,,dcdc_power_limit_status,U16,,,,,R,"功率限载状态
0-未限功；
1-指令限功；
2-Soc限功；
3-过温限功；","Power limit status
0-unlimited power;
1-Commanded power limited;
2-Soc power limiting;
3-Overtemperature power limiting;",,,,,,,,,
,,506A -- 5073,,dcdc_fault1 -- 10,U16,,,,,R,故障字1-10（10个）,Fault words 1-10 (of 10),,,,,,,,,
,,5074 -- 507D,,dcdc_state1 -- 10,U16,,,,,R,状态字1-10（10个）,Status words 1-10 (10),,,,,,,,,
,,507E -- 507F,,,,,,,,,预留,Reserved,,,,,,,,,
,,5080 -- 5083,,addressmask_dcdc_paras,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",,00000000,0000000F,,,,,,
DCDC通讯参数,DCDC communication parameters,5084,,dcdc_external_485_addr,U16,,,1,247,RW,RS485外网地址（默认0x60）,RS485 external network address (default 0x60),,,,,,,,,
,,5085,,dcdc_external_485_baudrate,U16,,,,,RW,"RS485外网波特率
0：1200bps
1：2400bps
2：4800bps
3：9600bps（默认）
4：19200bps
5：38400bps
6：57600bps
7：115200bps","RS485 external network baud rate
0: 1200bps
1: 2400bps
2: 4800bps
3: 9600bps (default)
4: 19200bps
5: 38400bps
6: 57600bps
7: 115200bps",,,,,,,,,
,,5086,,dcdc_external_485_stop_bit,U16,,,,,RW,"RS485外网停止位
0：1位停止位（默认）
1：1.5位停止位
2：2位停止位","RS485 external network stop bits
0: 1 bit stop bit (default)
1: 1.5 bit stop bit
2: 2-bit stop bit",,,,,,,,,
,,5087,,dcdc_external_485_parity_bit,U16,,,,,RW,"RS485外网校验位
0：无校验/None（默认）
1：偶校验/Even
2：奇校验/Odd
3：高/Mark
4：低/Space","RS485 external network parity bit
0: No parity/None (default)
1: Even parity/Even
2: Odd parity/Odd
3: High/Mark
4: Low/Space",,,,,,,,,
,,5088,,dcdc_inner_485_addr,U16,,,1,247,RW,RS485内网地址,RS485 internal network address,,,,,,,,,
,,5089,,dcdc_inner_485_baudrate,U16,,,,,RW,RS485内网波特率,RS485 Intranet Baud Rate,,,,,,,,,
,,508A,,dcdc_inner_485_stopbit,U16,,,,,RW,RS485内网停止位,RS485 Intranet Stop Bits,,,,,,,,,
,,508B,,dcdc_inner_485_paritybit,U16,,,,,RW,RS485内网校验位,RS485 Intranet Check Bits,,,,,,,,,
,,508C,,dcdc_arm_can_addr,U16,,,0x60,0x7F,RW,ARM CAN地址（默认0x60）,ARM CAN address (default 0x60),,,,,,,,,
,,508D,,dcdc_dsp_can_addr,U16,,,0x90,0x9F,RW,DSP CAN地址（默认0x90）,DSP CAN address (default 0x90),,,,,,,,,
,,508E,,dcdc_can_buad_rate,U16,,,,,RW,"CAN波特率
0：10Kbps
1：20Kbps
2：50Kbps
3：100Kbps
4：125Kbps
5：250Kbps
6：500Kbps（默认）
7：800Kbps
8：1Mbps","CAN Baud Rate
0: 10Kbps
1: 20Kbps
2: 50Kbps
3: 100Kbps
4: 125Kbps
5: 250Kbps
6: 500Kbps (default)
7：800Kbps
8: 1Mbps",,,,,,,,,
DCDC基本信息和设置参数2,DCDC basic information and setup parameters2,508F,,dcdc_mount_count,U16,,,,,RW,DCDC挂载个数,Number of DCDC mounts,,,,,,,,,
,,5090,,dcdc_mount_pcu_count,U16,,,,,RW,PCU挂载个数,Number of PCU mounts,,,,,,,,,
,,5091,,dcdc_mount_bms_count,U16,,,,,RW,BMS挂载个数,Number of BMS mounts,,,,,,,,,
,,5092,,dcdc_coding_state,U16,,,0,2,R,"编码状态
0-未编码；1-正在编码；2-编码完成","Encoding Status
0-not encoded; 1-encoding in progress; 2-encoding complete",,,,,,,,,
,,5093 -- 509F,,,,,,,,,预留,Reserved,,,,,,,,,
DCDC基本信息和设置参数3,DCDC basic information and setup parameters 3,50A0,,dcdc_connect_waittime,U16,1,second,,,RW,并网等待时间,Grid connection waiting time,,,,,,,,,
,,50A1,,dcdc_rated_voltage,U16,0.1,V,,,RW,电网额定电压,Grid rated voltage,,,,,,,,,
,,50A2,,dcdc_rated_freq,U16,0.01,Hz,,,RW,电网额定频率,Grid rated frequency,,,,,,,,,
,,50A3,,dcdc_phase_number,U16,,,,,RW,"电网相数
1-单相;3-三相","Number of grid phases
1-single-phase;3-three-phase",,,,,,,,,
,,50A4,,dcdc_gfci_limit,U16,1,mA,,,RW,DCDC漏电流保护值，用于计算绝缘阻抗,DCDC leakage current protection value for calculation of insulation impedance,,,,,,,,,
,,50A5,,dcdc_power_up_time,U16,1,ms,,,RW,0功率上升到额定功率时间,0 power rise time to rated power,,,,,,,,,
,,50A6,,dcdc_power_down_time,U16,1,ms,,,RW,额定功率上升到0功率时间,Rated power rise to 0 power time,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ⅶ PCU & BDU data area(0x6000-0x6FFF),,,,,,,,,,,,,,,,,,,,,
,,6000 -- 6003,,AddressMask_PCU1,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to the description of address 0x0040",,00000000,0000000F,,,,,,
,,6004,,PCU_Number,,,,,,R,PCU在线总数。,Total number of PCUs online.,,,,,,,,,
,,6005 -- 600F,,,,,,,,R,汇总信息预留（11个）,Aggregate information reserved (11),,,,,,,,,
,,6010,,PCU_ID,U16,,,,,R,PCU编号。,PCU number.,,,,,,,,多机系统中各PCU的编号，编号从1开始。,"Numbering of each PCU in a multi-machine system, numbering starts from 1."
,,6011 -- 601A,,PCU_SN0 -- 9,ASCII,,,,,R,PCU序列号0-9（10个）,PCU serial number 0-9 (10),,,,,,,,"PCU成品序列号，ASCII码形式，案例请查看0x6011地址说明。 例:0x5043代表""PC""","PCU serial number, ASCII form, see 0x6011 address description for example. Example: 0x5043 for ""PC"""
,,601B -- 601C,,PCU_Software_Version1 -- 2,ASCII,,,,,R,软件版本号1-2,Software version number 1-2,,,,,,,,"PCU版本信息，例:软件版本V010012，硬件版本:0200,CAN协议版本:0102","PCU version information, e.g. software version V010012, hardware version:0200,CAN protocol version:0102"
,,601D,,PCU_Hardware_Version,U16,,,,,R,硬件版本号,Hardware version number,,,,,,,,,
,,601E,,PCU_Can1_Version,U16,,,,,R,CAN1协议版本号,CAN1 protocol version number,,,,,,,,,
,,601F,,PCU_Can2_Version,U16,,,,,R,CAN2协议版本号,CAN2 protocol version number,,,,,,,,,
,,6020,,PCU_Work_State,U16,,,,,R,"模块状态
0：Update
1：Check
2：Normal
3：Active
4：Fault
5：Permanent Fault","Module Status
0: Update
1: Check
2: Normal
3: Active
4: Fault
5: Permanent Fault",,,,,,,,"Update:软件升级状态
Check:自检状态，PCU初始状态
Normal:正常充放电运行状态
Active:激活BMS状态
Fault:可恢复故障状态，达到特定条件可恢复的故障
Permanent Fault:永久性故障状态，不可恢复","Update:Software update status
Check:self-test status, PCU initial status
Normal:Normal charging and discharging state
Active:BMS active
Fault:Recoverable fault state, a fault that can be recovered under certain conditions
Permanent Fault:Permanent fault state, not recoverable"
,,6021,,PCU_Internal_Temperature,U16,1,℃,,,R,机箱内部温度,Chassis internal temperature,,,,,,,,例：0x0001指机箱内温度1为1℃,Example: 0x0001 means that the temperature inside the case1 is 1°C
,,6022,,PCU_Radiator_Temperature1,I16,1,℃,,,R,散热器1温度,Heatsink 1 temperature,,,,,,,,例：0x0001指散热器温度1为1℃,Example: 0x0001 means that the heat sink temperature1 is 1°C
,,6023,,PCU_Radiator_Temperature2,I16,1,℃,,,R,散热器2温度(预留，未使用),"Heatsink 2 temperature (reserved, not used)",,,,,,,,,
,,6024 -- 6027,,PCU_Warning1 -- 4,U16,,,,,R,"警告1-4
例：0x4000指禁止放电警告","Warning 1-4
Example: 0x4000 means forbidden discharge warning",,,,,,,,记录PCU的故障信息，对应故障信息见“PCU故障位说明”，案例请查看0x6024地址说明,"Record the fault information of the PCU, see ""PCU Fault Bit Description"" for the corresponding fault information, see 0x6024 address description for the case"
,,6028 -- 602B,,PCU_Fault1 -- 4,U16,,,,,R,"故障1-4
例：0x0001指散热器过温保护","Fault 1-4
Example: 0x0001 refers to radiator overtemperature protection",,,,,,,,,
,,602C,,PCU_DC_High_Voltage,U16,0.1,V,0,,R,DC高压侧电压,DC high voltage side voltage,,,,,,,,PCU高压侧电压，例:0x0FD3代表405.1V,"PCU high voltage side voltage, for example:0x0FD3 represents 405.1V"
,,602D,,PCU_DC_Low_Voltage,U16,0.1,V,0,,R,DC低压侧电压,DC low-voltage side voltage,,,,,,,,低压电池电压，例:0x0214代表53.2V,"Low voltage battery voltage, e.g. 0x0214 for 53.2V"
,,602E,,PCU_Low_Current,I16,0.1,A,,,R,DC低压侧电流,DC low voltage side current,,,,,,,,"低压电池电流，充电为正，放电为负
例:0xFFAF代表放电5.1A","Low voltage battery current, charging is positive, discharging is negative
Example:0xFFAF for 5.1A discharge"
,,602F,,PCU_Low_Power,I16,0.01,kW,,,R,DC低压侧功率,DC low-voltage side power,,,,,,,,"低压电池输出功率，充电为正，放电为负
例:0x0F8C5代表放电1851W","Low voltage battery output power, charging is positive, discharging is negative
Example:0x0F8C5 represents 1851W discharged"
,,6030,,PCU_BusP,U16,0.1,V,,,R,正母线电压,Positive bus voltage,,,,,,,,未使用,Not used
,,6031,,PCU_BusN,U16,0.1,V,,,R,负母线电压,Negative busbar voltage,,,,,,,,,
,,6032 -- 6035,,PCU_FC_Voltage1 -- 4,U16,0.1,V,,,R,飞跨电容电压1-4,Fly across capacitor voltage 1-4,,,,,,,,,
,,6036 -- 6039,,PCU_IL_Current1 -- 4,I16,0.1,A,,,R,电感电流支路1-4,Inductive current branch 1-4,,,,,,,,,
,,603A -- 603F,,,,,,,,,预留,Reserved,,,,,,,,,
,,6040 -- 6043,,AddressMask_PCU2,U64,,,,,R,"本地址开始的64个寄存器地址字的掩码区。
参看地址0x0040的说明","Mask area for the 64 register address words starting at this address.
Refer to description of address 0x0040",,00000000,0000000F,,,,,,
,,6044,,PCU_Inquire,U16,,,1,32,RW,"PCU查询控制字。
通过设置该寄存器来选择需要读取或设置的PCU模块。","PCU query control word.
Select the PCU module to be read or set by setting this register.",,,,,,,,通过该控制字来查询特定编号的PCU模块,The control word is used to query the PCU module for a specific number
,,6045,,PCU_Remote_On_Off,U16,,,0,3,RW,"直流模块远程开关机
0：关机
1：禁止充电
2：禁止放电
3：允许充电、放电","DC module remote switch on/off
0: Power off
1: charging disabled
2: Discharge prohibited
3: Charging and discharging allowed",,,,,,,,未使用,Not used
,,6046,,PCU_Max_Charge_Current,U16,0.1,A,0,65535,RW,直流模块最大充电电流,Max. charging current of the DC module,,,,,,,,未使用,Not used
